declaring_class,mtd_name,mtd_sig
Activity,onPrepareDialog,"void onPrepareDialog (int id, Dialog dialog)"
DialogPreference,onPrepareDialogBuilder,void onPrepareDialogBuilder (AlertDialog.Builder builder)
ListPreference,onPrepareDialogBuilder,void onPrepareDialogBuilder (AlertDialog.Builder builder)
MultiSelectListPreference,onPrepareDialogBuilder,void onPrepareDialogBuilder (AlertDialog.Builder builder)
AccessibilityRequestPreparer,onPrepareExtraData,"void onPrepareExtraData (int virtualViewId, String extraDataKey, Bundle args, Message preparationFinishedMessage)"
Preference,onPrepareForRemoval,void onPrepareForRemoval ()
PreferenceGroup,onPrepareForRemoval,void onPrepareForRemoval ()
MediaSession.Callback,onPrepareFromMediaId,"void onPrepareFromMediaId (String mediaId, Bundle extras)"
MediaSession.Callback,onPrepareFromSearch,"void onPrepareFromSearch (String query, Bundle extras)"
MediaSession.Callback,onPrepareFromUri,"void onPrepareFromUri (Uri uri, Bundle extras)"
Activity,onPrepareNavigateUpTaskStack,void onPrepareNavigateUpTaskStack (TaskStackBuilder builder)
Activity,onPrepareOptionsMenu,boolean onPrepareOptionsMenu (Menu menu)
Dialog,onPrepareOptionsMenu,boolean onPrepareOptionsMenu (Menu menu)
Fragment,onPrepareOptionsMenu,void onPrepareOptionsMenu (Menu menu)
Activity,onPreparePanel,"boolean onPreparePanel (int featureId, View view, Menu menu)"
Dialog,onPreparePanel,"boolean onPreparePanel (int featureId, View view, Menu menu)"
DreamService,onPreparePanel,"boolean onPreparePanel (int featureId, View view, Menu menu)"
Window.Callback,onPreparePanel,"boolean onPreparePanel (int featureId, View view, Menu menu)"
RingtonePreference,onPrepareRingtonePickerIntent,void onPrepareRingtonePickerIntent (Intent ringtonePickerIntent)
VoiceInteractionSession,onPrepareShow,"void onPrepareShow (Bundle args, int showFlags)"
ActionProvider,onPrepareSubMenu,void onPrepareSubMenu (SubMenu subMenu)
ShareActionProvider,onPrepareSubMenu,void onPrepareSubMenu (SubMenu subMenu)
KeyboardView.OnKeyboardActionListener,onPress,void onPress (int primaryCode)
Keyboard.Key,onPressed,void onPressed ()
Camera.PreviewCallback,onPreviewFrame,"void onPreviewFrame (byte[] data, Camera camera)"
CameraPrewarmService,onPrewarm,void onPrewarm ()
ClipboardManager.OnPrimaryClipChangedListener,onPrimaryClipChanged,void onPrimaryClipChanged ()
PrintService,onPrintJobQueued,void onPrintJobQueued (PrintJob printJob)
TextView,onPrivateIMECommand,"boolean onPrivateIMECommand (String action, Bundle data)"
DeviceAdminReceiver,onProfileProvisioningComplete,"void onProfileProvisioningComplete (Context context, Intent intent)"
RecoverySystem.ProgressListener,onProgress,void onProgress (int progress)
PackageInstaller.SessionCallback,onProgressChanged,"void onProgressChanged (int sessionId, float progress)"
SeekBar.OnSeekBarChangeListener,onProgressChanged,"void onProgressChanged (SeekBar seekBar, int progress, boolean fromUser)"
WebChromeClient,onProgressChanged,"void onProgressChanged (WebView view, int newProgress)"
AsyncTask,onProgressUpdate,void onProgressUpdate (Progress... values)
Activity,onProvideAssistContent,void onProvideAssistContent (AssistContent outContent)
Activity,onProvideAssistData,void onProvideAssistData (Bundle data)
Application.OnProvideAssistDataListener,onProvideAssistData,"void onProvideAssistData (Activity activity, Bundle data)"
AdapterView,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
CompoundButton,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
RadioGroup,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
Switch,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
TextView,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
View,onProvideAutofillStructure,"void onProvideAutofillStructure (ViewStructure structure, int flags)"
View,onProvideAutofillVirtualStructure,"void onProvideAutofillVirtualStructure (ViewStructure structure, int flags)"
WebView,onProvideAutofillVirtualStructure,"void onProvideAutofillVirtualStructure (ViewStructure structure, int flags)"
Window.Callback,onProvideKeyboardShortcuts,"void onProvideKeyboardShortcuts (List<KeyboardShortcutGroup> data, Menu menu, int deviceId)"
AppWidgetHost,onProviderChanged,"void onProviderChanged (int appWidgetId, AppWidgetProviderInfo appWidget)"
LocationListener,onProviderDisabled,void onProviderDisabled (String provider)
Activity,onProvideReferrer,Uri onProvideReferrer ()
LocationListener,onProviderEnabled,void onProviderEnabled (String provider)
AppWidgetHost,onProvidersChanged,void onProvidersChanged ()
View.DragShadowBuilder,onProvideShadowMetrics,"void onProvideShadowMetrics (Point outShadowSize, Point outShadowTouchPoint)"
Switch,onProvideStructure,void onProvideStructure (ViewStructure structure)
TextView,onProvideStructure,void onProvideStructure (ViewStructure structure)
View,onProvideStructure,void onProvideStructure (ViewStructure structure)
View,onProvideVirtualStructure,void onProvideVirtualStructure (ViewStructure structure)
WebView,onProvideVirtualStructure,void onProvideVirtualStructure (ViewStructure structure)
DiscoverySessionCallback,onPublishStarted,void onPublishStarted (PublishDiscoverySession session)
EdgeEffect,onPull,"void onPull (float deltaDistance, float displacement)"
EdgeEffect,onPull,void onPull (float deltaDistance)
AsyncQueryHandler,onQueryComplete,"void onQueryComplete (int token, Object cookie, Cursor cursor)"
LauncherActivity,onQueryPackageManager,List<ResolveInfo> onQueryPackageManager (Intent queryIntent)
SearchView.OnQueryTextListener,onQueryTextChange,boolean onQueryTextChange (String newText)
SearchView.OnQueryTextListener,onQueryTextSubmit,boolean onQueryTextSubmit (String query)
MediaController.Callback,onQueueChanged,void onQueueChanged (List<MediaSession.QueueItem> queue)
MediaController.Callback,onQueueTitleChanged,void onQueueTitleChanged (CharSequence title)
BackupAgent,onQuotaExceeded,"void onQuotaExceeded (long backupDataBytes, long quotaBytes)"
UtteranceProgressListener,onRangeStart,"void onRangeStart (String utteranceId, int start, int end, int frame)"
RatingBar.OnRatingBarChangeListener,onRatingChanged,"void onRatingChanged (RatingBar ratingBar, float rating, boolean fromUser)"
WebChromeClient,onReachedMaxAppCacheSize,"void onReachedMaxAppCacheSize (long requiredStorage, long quota, WebStorage.QuotaUpdater quotaUpdater)"
ProxyFileDescriptorCallback,onRead,"int onRead (long offset, int size, byte[] data)"
BluetoothGattCallback,onReadRemoteRssi,"void onReadRemoteRssi (BluetoothGatt gatt, int rssi, int status)"
CameraCaptureSession.StateCallback,onReady,void onReady (CameraCaptureSession session)
VoiceInteractionService,onReady,void onReady ()
RecognitionListener,onReadyForSpeech,void onReadyForSpeech (Bundle params)
DeviceAdminReceiver,onReadyForUserInitialization,"void onReadyForUserInitialization (Context context, Intent intent)"
SipAudioCall.Listener,onReadyToCall,void onReadyToCall (SipAudioCall call)
Service,onRebind,void onRebind (Intent intent)
AppWidgetProvider,onReceive,"void onReceive (Context context, Intent intent)"
BroadcastReceiver,onReceive,"void onReceive (Context context, Intent intent)"
DeviceAdminReceiver,onReceive,"void onReceive (Context context, Intent intent)"
RestrictionsReceiver,onReceive,"void onReceive (Context context, Intent intent)"
WebViewClient,onReceivedClientCertRequest,"void onReceivedClientCertRequest (WebView view, ClientCertRequest request)"
WebViewClient,onReceivedError,"void onReceivedError (WebView view, int errorCode, String description, String failingUrl)"
WebViewClient,onReceivedError,"void onReceivedError (WebView view, WebResourceRequest request, WebResourceError error)"
WebViewClient,onReceivedHttpAuthRequest,"void onReceivedHttpAuthRequest (WebView view, HttpAuthHandler handler, String host, String realm)"
WebViewClient,onReceivedHttpError,"void onReceivedHttpError (WebView view, WebResourceRequest request, WebResourceResponse errorResponse)"
WebChromeClient,onReceivedIcon,"void onReceivedIcon (WebView view, Bitmap icon)"
WebIconDatabase.IconListener,onReceivedIcon,"void onReceivedIcon (String url, Bitmap icon)"
WebViewClient,onReceivedLoginRequest,"void onReceivedLoginRequest (WebView view, String realm, String account, String args)"
WebViewClient,onReceivedSslError,"void onReceivedSslError (WebView view, SslErrorHandler handler, SslError error)"
WebChromeClient,onReceivedTitle,"void onReceivedTitle (WebView view, String title)"
WebChromeClient,onReceivedTouchIconUrl,"void onReceivedTouchIconUrl (WebView view, String url, boolean precomposed)"
CarrierMessagingService.ResultCallback,onReceiveResult,void onReceiveResult (T result)
ResultReceiver,onReceiveResult,"void onReceiveResult (int resultCode, Bundle resultData)"
CarrierMessagingService,onReceiveTextSms,"void onReceiveTextSms (MessagePdu pdu, String format, int destPort, int subId, ResultCallback<Integer> callback)"
TelephonyManager.UssdResponseCallback,onReceiveUssdResponse,"void onReceiveUssdResponse (TelephonyManager telephonyManager, String request, CharSequence response)"
TelephonyManager.UssdResponseCallback,onReceiveUssdResponseFailed,"void onReceiveUssdResponseFailed (TelephonyManager telephonyManager, String request, int failureCode)"
ValueCallback,onReceiveValue,void onReceiveValue (T value)
AlwaysOnHotwordDetector.Callback,onRecognitionPaused,void onRecognitionPaused ()
AlwaysOnHotwordDetector.Callback,onRecognitionResumed,void onRecognitionResumed ()
AudioManager.AudioRecordingCallback,onRecordingConfigChanged,void onRecordingConfigChanged (List<AudioRecordingConfiguration> configs)
TvRecordingClient.RecordingCallback,onRecordingStopped,void onRecordingStopped (Uri recordedProgramUri)
SipRegistrationListener,onRegistering,void onRegistering (String localProfileUri)
SipSession.Listener,onRegistering,void onRegistering (SipSession session)
SipRegistrationListener,onRegistrationDone,"void onRegistrationDone (String localProfileUri, long expiryTime)"
SipSession.Listener,onRegistrationDone,"void onRegistrationDone (SipSession session, int duration)"
NsdManager.RegistrationListener,onRegistrationFailed,"void onRegistrationFailed (NsdServiceInfo serviceInfo, int errorCode)"
SipRegistrationListener,onRegistrationFailed,"void onRegistrationFailed (String localProfileUri, int errorCode, String errorMessage)"
SipSession.Listener,onRegistrationFailed,"void onRegistrationFailed (SipSession session, int errorCode, String errorMessage)"
SipSession.Listener,onRegistrationTimeout,void onRegistrationTimeout (SipSession session)
SharedElementCallback,onRejectSharedElements,void onRejectSharedElements (List<View> rejectedSharedElements)
EdgeEffect,onRelease,void onRelease ()
KeyboardView.OnKeyboardActionListener,onRelease,void onRelease (int primaryCode)
ProxyFileDescriptorCallback,onRelease,void onRelease ()
TvInputService.RecordingSession,onRelease,void onRelease ()
TvInputService.Session,onRelease,void onRelease ()
Keyboard.Key,onReleased,void onReleased (boolean inside)
BluetoothGattCallback,onReliableWriteCompleted,"void onReliableWriteCompleted (BluetoothGatt gatt, int status)"
AbsListView,onRemoteAdapterConnected,boolean onRemoteAdapterConnected ()
AdapterViewAnimator,onRemoteAdapterConnected,boolean onRemoteAdapterConnected ()
AbsListView,onRemoteAdapterDisconnected,void onRemoteAdapterDisconnected ()
AdapterViewAnimator,onRemoteAdapterDisconnected,void onRemoteAdapterDisconnected ()
ConnectionService,onRemoteConferenceAdded,void onRemoteConferenceAdded (RemoteConference conference)
ConnectionService,onRemoteExistingConnectionAdded,void onRemoteExistingConnectionAdded (RemoteConnection connection)
WebViewClient,onRenderProcessGone,"boolean onRenderProcessGone (WebView view, RenderProcessGoneDetail detail)"
VoiceInteractionSession,onRequestAbortVoice,void onRequestAbortVoice (VoiceInteractionSession.AbortVoiceRequest request)
Connection.VideoProvider,onRequestCameraCapabilities,void onRequestCameraCapabilities ()
PrintService,onRequestCancelPrintJob,void onRequestCancelPrintJob (PrintJob printJob)
VoiceInteractionSession,onRequestCommand,void onRequestCommand (VoiceInteractionSession.CommandRequest request)
VoiceInteractionSession,onRequestCompleteVoice,void onRequestCompleteVoice (VoiceInteractionSession.CompleteVoiceRequest request)
ConditionProviderService,onRequestConditions,void onRequestConditions (int relevance)
VoiceInteractionSession,onRequestConfirmation,void onRequestConfirmation (VoiceInteractionSession.ConfirmationRequest request)
Connection.VideoProvider,onRequestConnectionDataUsage,void onRequestConnectionDataUsage ()
AccountAuthenticatorResponse,onRequestContinued,void onRequestContinued ()
PrinterDiscoverySession,onRequestCustomPrinterIcon,"void onRequestCustomPrinterIcon (PrinterId printerId, CancellationSignal cancellationSignal, CustomPrinterIconCallback callback)"
WebChromeClient,onRequestFocus,void onRequestFocus (WebView view)
HorizontalScrollView,onRequestFocusInDescendants,"boolean onRequestFocusInDescendants (int direction, Rect previouslyFocusedRect)"
ScrollView,onRequestFocusInDescendants,"boolean onRequestFocusInDescendants (int direction, Rect previouslyFocusedRect)"
ViewGroup,onRequestFocusInDescendants,"boolean onRequestFocusInDescendants (int direction, Rect previouslyFocusedRect)"
RestrictionsReceiver,onRequestPermission,"void onRequestPermission (Context context, String packageName, String requestType, String requestId, PersistableBundle request)"
FragmentHostCallback,onRequestPermissionsFromFragment,"void onRequestPermissionsFromFragment (Fragment fragment, String[] permissions, int requestCode)"
Activity,onRequestPermissionsResult,"void onRequestPermissionsResult (int requestCode, String[] permissions, int[] grantResults)"
Fragment,onRequestPermissionsResult,"void onRequestPermissionsResult (int requestCode, String[] permissions, int[] grantResults)"
VoiceInteractionSession,onRequestPickOption,void onRequestPickOption (VoiceInteractionSession.PickOptionRequest request)
View.AccessibilityDelegate,onRequestSendAccessibilityEvent,"boolean onRequestSendAccessibilityEvent (ViewGroup host, View child, AccessibilityEvent event)"
ViewGroup,onRequestSendAccessibilityEvent,"boolean onRequestSendAccessibilityEvent (View child, AccessibilityEvent event)"
CursorLoader,onReset,void onReset ()
Loader,onReset,void onReset ()
PathShape,onResize,"void onResize (float width, float height)"
RectShape,onResize,"void onResize (float width, float height)"
RoundRectShape,onResize,"void onResize (float w, float h)"
Shape,onResize,"void onResize (float width, float height)"
NsdManager.ResolveListener,onResolveFailed,"void onResolveFailed (NsdServiceInfo serviceInfo, int errorCode)"
AbsListView,onResolvePointerIcon,"PointerIcon onResolvePointerIcon (MotionEvent event, int pointerIndex)"
Button,onResolvePointerIcon,"PointerIcon onResolvePointerIcon (MotionEvent event, int pointerIndex)"
ImageButton,onResolvePointerIcon,"PointerIcon onResolvePointerIcon (MotionEvent event, int pointerIndex)"
Spinner,onResolvePointerIcon,"PointerIcon onResolvePointerIcon (MotionEvent event, int pointerIndex)"
TabWidget,onResolvePointerIcon,"PointerIcon onResolvePointerIcon (MotionEvent event, int pointerIndex)"
